chrom	start	end	acc	score	strand	FC	feat_chrom	feat_start	feat_end	feat_acc	feat_score	feat_strand	feat_FC	distance
5	3066323	3066325	pCAMTA2-22C-mock_S1_peak_53913	38.0	.	3066324	5	3065814	3067315	AT5G09860	.	+	CDS	0
5	3066885	3066887	pCAMTA2-22C-mock_S1_peak_53915	36.0	.	3066886	5	3065814	3067315	AT5G09860	.	+	CDS	0
5	3073081	3073083	pCAMTA3-22C-mock_S4_peak_61543	36.0	.	3073082	5	3072355	3073856	AT5G09870	.	+	CDS	0
5	3084996	3084998	pCAMTA2-22C-mock_S1_peak_53933	31.0	.	3084997	5	3084679	3086180	AT5G09880	.	-	CDS	0
5	3088508	3088510	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41292	26.0	.	3088509	5	3088342	3089843	AT5G09890	.	-	CDS	0
5	3095494	3095496	pCAMTA3-22C-cycloheximide_S6_peak_45294	29.0	.	3095495	5	3095275	3096776	AT5G09920	.	+	CDS	0
5	3128347	3128349	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52798	40.0	.	3128348	5	3127097	3128598	AT5G10010	.	+	CDS	0
5	3133537	3133539	pCAMTA2-22C-mock_S1_peak_53958	37.0	.	3133538	5	3132513	3134014	AT5G10020	.	+	CDS	0
5	3147748	3147750	pCAMTA3-22C-mock_S4_peak_61624	32.5	.	3147749	5	3147549	3149050	AT5G10060	.	-	CDS	0
5	3150755	3150757	pCAMTA3-22C-mock_S4_peak_61628	33.0	.	3150756	5	3149824	3151325	AT5G10070	.	-	CDS	0
5	3150755	3150757	pCAMTA3-22C-mock_S4_peak_61628	33.0	.	3150756	5	3149842	3151343	AT5G10080	.	+	CDS	0
5	3157223	3157225	pCAMTA2-22C-mock_S1_peak_53975	28.0	.	3157224	5	3156979	3158480	AT5G10100	.	+	CDS	0
5	3169489	3169491	pCAMTA2-22C-mock_S1_peak_53981	26.0	.	3169490	5	3168731	3170232	AT5G10120	.	+	CDS	0
5	3173366	3173368	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41340	29.5	.	3173367	5	3171928	3173429	AT5G10130	.	-	CDS	0
5	3184718	3184720	pCAMTA2-22C-mock_S1_peak_53997	29.0	.	3184719	5	3183334	3184835	AT5G10150	.	-	CDS	0
5	3191127	3191129	pCAMTA3-22C-mock_S4_peak_61659	35.0	.	3191128	5	3189661	3191162	AT5G10170	.	-	CDS	0
5	3193378	3193380	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41353	43.0	.	3193379	5	3192224	3193725	AT5G10180	.	+	CDS	0
5	3199040	3199042	pCAMTA2-22C-mock_S1_peak_54011	36.0	.	3199041	5	3198204	3199705	AT5G10190	.	+	CDS	0
5	3201747	3201749	pCAMTA3-22C-mock_S4_peak_61665	26.0	.	3201748	5	3201377	3202878	AT5G10200	.	+	CDS	0
5	3216021	3216023	pCAMTA3-22C-mock_S4_peak_61676	28.0	.	3216022	5	3215918	3217419	AT5G10240	.	-	CDS	0
5	3218913	3218915	pCAMTA3-22C-mock_S4_peak_61681	37.0	.	3218914	5	3218868	3220369	AT5G10250	.	-	CDS	0
5	3219069	3219071	pCAMTA2-22C-mock_S1_peak_54028	27.0	.	3219070	5	3218868	3220369	AT5G10250	.	-	CDS	0
5	3219069	3219071	pCAMTA2-22C-mock_S1_peak_54028	27.0	.	3219070	5	3218990	3220491	AT5G10260	.	+	CDS	0
5	3225645	3225647	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52864	25.5	.	3225646	5	3224174	3225675	AT5G10270	.	-	CDS	0
5	3232171	3232173	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52865	27.0	.	3232172	5	3231775	3233276	AT5G10280	.	+	CDS	0
5	3242151	3242153	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52874	55.5	.	3242152	5	3241627	3243128	AT5G10310	.	-	CDS	0
5	3242776	3242778	pCAMTA2-22C-mock_S1_peak_54043	33.0	.	3242777	5	3241627	3243128	AT5G10310	.	-	CDS	0
5	3267671	3267673	pCAMTA3-22C-cycloheximide_S6_peak_45395	31.5	.	3267672	5	3266818	3268319	AT5G10380	.	+	CDS	0
5	3269975	3269977	pCAMTA2-22C-mock_S1_peak_54056	27.0	.	3269976	5	3268975	3270476	AT5G10390	.	-	CDS	0
5	3270390	3270392	pCAMTA3-22C-cycloheximide_S6_peak_45399	29.0	.	3270391	5	3268975	3270476	AT5G10390	.	-	CDS	0
5	3270390	3270392	pCAMTA3-22C-cycloheximide_S6_peak_45399	29.0	.	3270391	5	3270388	3271889	AT5G10400	.	-	CDS	0
5	3277450	3277452	pCAMTA2-22C-mock_S1_peak_54063	36.0	.	3277451	5	3275990	3277491	AT5G10420	.	-	CDS	0
5	3278282	3278284	pCAMTA3-22C-mock_S4_peak_61716	26.5	.	3278283	5	3277735	3279236	AT5G10430	.	-	CDS	0
5	3287743	3287745	pCAMTA2-22C-mock_S1_peak_54073	27.0	.	3287744	5	3286821	3288322	AT5G10460	.	+	CDS	0
5	3311329	3311331	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52917	35.0	.	3311330	5	3310996	3312497	AT5G10504	.	-	CDS	0
5	3339306	3339308	pCAMTA3-22C-mock_S4_peak_61767	31.0	.	3339307	5	3338851	3340352	AT5G10560	.	-	CDS	0
5	3353327	3353329	pCAMTA3-22C-mock_S4_peak_61774	32.0	.	3353328	5	3352517	3354018	AT5G10610	.	+	CDS	0
5	3353327	3353329	pCAMTA3-22C-mock_S4_peak_61774	32.0	.	3353328	5	3352859	3354360	AT5G10605	.	-	CDS	0
5	3356539	3356541	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52954	34.0	.	3356540	5	3356115	3357616	AT5G10620	.	-	CDS	0
5	3360180	3360182	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52956	35.0	.	3360181	5	3359560	3361061	AT5G10630	.	+	CDS	0
5	3367670	3367672	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52966	29.0	.	3367671	5	3366763	3368264	AT5G10650	.	-	CDS	0
5	3376838	3376840	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41451	27.0	.	3376839	5	3376816	3378317	AT5G10695	.	+	CDS	0
5	3376838	3376840	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41451	27.0	.	3376839	5	3376832	3378333	AT5G10690	.	-	CDS	0
5	3377941	3377943	pCAMTA3-22C-mock_S4_peak_61794	31.5	.	3377942	5	3376816	3378317	AT5G10695	.	+	CDS	0
5	3377941	3377943	pCAMTA3-22C-mock_S4_peak_61794	31.5	.	3377942	5	3376832	3378333	AT5G10690	.	-	CDS	0
5	3379000	3379002	pCAMTA2-22C-mock_S1_peak_54147	27.0	.	3379001	5	3378367	3379868	AT5G10700	.	-	CDS	0
5	3379000	3379002	pCAMTA2-22C-mock_S1_peak_54147	27.0	.	3379001	5	3378618	3380119	AT5G10710	.	+	CDS	0
5	3385925	3385927	pCAMTA3-22C-cycloheximide_S6_peak_45475	33.0	.	3385926	5	3385834	3387335	AT5G10720	.	+	CDS	0
5	3393919	3393921	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_52987	29.5	.	3393920	5	3392447	3393948	AT5G10730	.	-	CDS	0
5	3396401	3396403	pCAMTA2-22C-mock_S1_peak_54164	27.5	.	3396402	5	3395348	3396849	AT5G10740	.	-	CDS	0
5	3396401	3396403	pCAMTA2-22C-mock_S1_peak_54164	27.5	.	3396402	5	3395552	3397053	AT5G10745	.	+	CDS	0
5	3410544	3410546	pCAMTA2-22C-mock_S1_peak_54175	27.0	.	3410545	5	3409637	3411138	AT5G10790	.	+	CDS	0
5	3423148	3423150	pCAMTA3-22C-mock_S4_peak_61838	27.0	.	3423149	5	3422666	3424167	AT5G10820	.	-	CDS	0
5	3423148	3423150	pCAMTA3-22C-mock_S4_peak_61838	27.0	.	3423149	5	3422730	3424231	AT5G10830	.	+	CDS	0
5	3430120	3430122	pCAMTA3-22C-cycloheximide_S6_peak_45515	32.5	.	3430121	5	3429642	3431143	AT5G10860	.	-	CDS	0
5	3433024	3433026	pCAMTA2-22C-mock_S1_peak_54193	36.0	.	3433025	5	3431692	3433193	AT5G10880	.	+	CDS	0
5	3433024	3433026	pCAMTA2-22C-mock_S1_peak_54193	36.0	.	3433025	5	3431772	3433273	AT5G10870	.	-	CDS	0
5	3435096	3435098	pCAMTA3-22C-cycloheximide_S6_peak_45522	28.5	.	3435097	5	3434567	3436068	AT5G10890	.	-	CDS	0
5	3439997	3439999	pCAMTA3-22C-mock_S4_peak_61860	30.0	.	3439998	5	3438587	3440088	AT5G10910	.	+	CDS	0
5	3439997	3439999	pCAMTA3-22C-mock_S4_peak_61860	30.0	.	3439998	5	3438721	3440222	AT5G10900	.	-	CDS	0
5	3446961	3446963	pCAMTA3-22C-cycloheximide_S6_peak_45531	30.0	.	3446962	5	3446406	3447907	AT5G10930	.	-	CDS	0
5	3453915	3453917	pCAMTA3-22C-cycloheximide_S6_peak_45534	30.0	.	3453916	5	3453627	3455128	AT5G10940	.	-	CDS	0
5	3462304	3462306	pCAMTA3-22C-mock_S4_peak_61883	26.0	.	3462305	5	3461132	3462633	AT5G10950	.	-	CDS	0
5	3464757	3464759	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53049	30.5	.	3464758	5	3463580	3465081	AT5G10960	.	+	CDS	0
5	3469103	3469105	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53056	37.0	.	3469104	5	3468267	3469768	AT5G10970	.	+	CDS	0
5	3476817	3476819	pCAMTA2-22C-mock_S1_peak_54232	32.0	.	3476818	5	3475883	3477384	AT5G10990	.	+	CDS	0
5	3479916	3479918	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53065	30.5	.	3479917	5	3479835	3481336	AT5G11000	.	-	CDS	0
5	3495241	3495243	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53073	26.0	.	3495242	5	3494331	3495832	AT5G11040	.	+	CDS	0
5	3495241	3495243	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53073	26.0	.	3495242	5	3494578	3496079	AT5G11030	.	-	CDS	0
5	3519679	3519681	pCAMTA3-22C-cycloheximide_S6_peak_45581	25.5	.	3519680	5	3518949	3520450	AT5G11080	.	-	CDS	0
5	3531852	3531854	pCAMTA2-22C-mock_S1_peak_54280	27.0	.	3531853	5	3531401	3532902	AT5G11100	.	+	CDS	0
5	3532763	3532765	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41540	30.0	.	3532764	5	3531401	3532902	AT5G11100	.	+	CDS	0
5	3536424	3536426	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41542	36.5	.	3536425	5	3535425	3536926	AT5G11110	.	+	CDS	0
5	3541422	3541424	pCAMTA2-22C-mock_S1_peak_54289	26.0	.	3541423	5	3541319	3542820	AT5G11130	.	+	CDS	0
5	3576854	3576856	pCAMTA2-22C-mock_S1_peak_54303	27.0	.	3576855	5	3576056	3577557	AT5G11220	.	+	CDS	0
5	3581043	3581045	pCAMTA2-22C-mock_S1_peak_54307	29.0	.	3581044	5	3579561	3581062	AT5G11230	.	+	CDS	0
5	3582097	3582099	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41565	26.0	.	3582098	5	3581948	3583449	AT5G11240	.	+	CDS	0
5	3591954	3591956	pCAMTA2-22C-mock_S1_peak_54318	34.0	.	3591955	5	3591460	3592961	AT5G11250	.	-	CDS	0
5	3595001	3595003	pCAMTA2-22C-mock_S1_peak_54320	41.5	.	3595002	5	3594300	3595801	AT5G11260	.	-	CDS	0
5	3596661	3596663	pCAMTA2-22C-mock_S1_peak_54322	26.0	.	3596662	5	3596320	3597821	AT5G11280	.	+	CDS	0
5	3596661	3596663	pCAMTA2-22C-mock_S1_peak_54322	26.0	.	3596662	5	3596576	3598077	AT5G11270	.	-	CDS	0
5	3597128	3597130	pCAMTA3-22C-cycloheximide_S6_peak_45633	32.0	.	3597129	5	3596320	3597821	AT5G11280	.	+	CDS	0
5	3597128	3597130	pCAMTA3-22C-cycloheximide_S6_peak_45633	32.0	.	3597129	5	3596576	3598077	AT5G11270	.	-	CDS	0
5	3606299	3606301	pCAMTA2-22C-mock_S1_peak_54330	46.0	.	3606300	5	3605489	3606990	AT5G11310	.	+	CDS	0
5	3613571	3613573	pCAMTA2-22C-mock_S1_peak_54334	31.0	.	3613572	5	3612861	3614362	AT5G11320	.	-	CDS	0
5	3618861	3618863	pCAMTA2-22C-mock_S1_peak_54336	29.5	.	3618862	5	3618225	3619726	AT5G11340	.	+	CDS	0
5	3618861	3618863	pCAMTA2-22C-mock_S1_peak_54336	29.5	.	3618862	5	3618361	3619862	AT5G11330	.	-	CDS	0
5	3627681	3627683	pCAMTA3-22C-mock_S4_peak_62039	27.0	.	3627682	5	3626848	3628349	AT5G11370	.	+	CDS	0
5	3637617	3637619	pCAMTA3-22C-cycloheximide_S6_peak_45658	28.0	.	3637618	5	3637559	3639060	AT5G11400	.	-	CDS	0
5	3643727	3643729	pCAMTA3-22C-mock_S4_peak_62050	29.0	.	3643728	5	3642510	3644011	AT5G11416	.	-	CDS	0
5	3643727	3643729	pCAMTA3-22C-mock_S4_peak_62050	29.0	.	3643728	5	3643654	3645155	AT5G11420	.	+	CDS	0
5	3644582	3644584	pCAMTA2-22C-mock_S1_peak_54351	26.0	.	3644583	5	3643654	3645155	AT5G11420	.	+	CDS	0
5	3648094	3648096	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41601	27.5	.	3648095	5	3647468	3648969	AT5G11430	.	+	CDS	0
5	3648094	3648096	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41601	27.5	.	3648095	5	3647668	3649169	AT5G11425	.	-	CDS	0
5	3653413	3653415	pCAMTA2-22C-mock_S1_peak_54358	26.5	.	3653414	5	3653107	3654608	AT5G11440	.	-	CDS	0
5	3654360	3654362	pCAMTA3-22C-cycloheximide_S6_peak_45667	30.5	.	3654361	5	3653107	3654608	AT5G11440	.	-	CDS	0
5	3654360	3654362	pCAMTA3-22C-cycloheximide_S6_peak_45667	30.5	.	3654361	5	3653474	3654975	AT5G11450	.	+	CDS	0
5	3671591	3671593	pCAMTA3-22C-cycloheximide_S6_peak_45683	27.0	.	3671592	5	3670963	3672464	AT5G11490	.	+	CDS	0
5	3671591	3671593	pCAMTA3-22C-cycloheximide_S6_peak_45683	27.0	.	3671592	5	3670971	3672472	AT5G11480	.	-	CDS	0
5	3709573	3709575	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53212	28.0	.	3709574	5	3708647	3710148	AT5G11550	.	-	CDS	0
5	3714008	3714010	pCAMTA2-22C-mock_S1_peak_54409	31.0	.	3714009	5	3713494	3714995	AT5G11560	.	-	CDS	0
5	3745106	3745108	pCAMTA2-22C-mock_S1_peak_54436	47.0	.	3745107	5	3744068	3745569	AT5G11650	.	+	CDS	0
5	3759057	3759059	pCAMTA3-22C-mock_S4_peak_62154	31.0	.	3759058	5	3758462	3759963	AT5G11680	.	+	CDS	0
5	3762086	3762088	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41675	30.0	.	3762087	5	3760758	3762259	AT5G11690	.	+	CDS	0
5	3771658	3771660	pCAMTA2-22C-mock_S1_peak_54462	29.0	.	3771659	5	3770623	3772124	AT5G11700	.	-	CDS	0
5	3780703	3780705	pCAMTA2-22C-mock_S1_peak_54470	36.0	.	3780704	5	3779962	3781463	AT5G11730	.	+	CDS	0
5	3787755	3787757	pCAMTA3-22C-mock_S4_peak_62185	27.0	.	3787756	5	3786342	3787843	AT5G11750	.	+	CDS	0
5	3788759	3788761	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53279	26.0	.	3788760	5	3788753	3790254	AT5G11760	.	+	CDS	0
5	3798771	3798773	pCAMTA2-22C-mock_S1_peak_54487	39.5	.	3798772	5	3798681	3800182	AT5G11790	.	+	CDS	0
5	3808119	3808121	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41714	27.0	.	3808120	5	3807569	3809070	AT5G11800	.	-	CDS	0
5	3808119	3808121	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41714	27.0	.	3808120	5	3807738	3809239	AT5G11810	.	+	CDS	0
5	3823467	3823469	pCAMTA2-22C-mock_S1_peak_54510	28.0	.	3823468	5	3822895	3824396	AT5G11860	.	-	CDS	0
5	3825007	3825009	pCAMTA3-22C-cycloheximide_S6_peak_45788	26.5	.	3825008	5	3824719	3826220	AT5G11870	.	+	CDS	0
5	3829546	3829548	pCAMTA3-22C-mock_S4_peak_62232	27.0	.	3829547	5	3829442	3830943	AT5G11880	.	-	CDS	0
5	3833686	3833688	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53326	26.0	.	3833687	5	3833153	3834654	AT5G11900	.	+	CDS	0
5	3855521	3855523	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53340	45.0	.	3855522	5	3854071	3855572	AT5G11950	.	+	CDS	0
5	3863576	3863578	pCAMTA3-22C-cycloheximide_S6_peak_45817	29.0	.	3863577	5	3863106	3864607	AT5G11970	.	-	CDS	0
5	3864103	3864105	pCAMTA2-22C-mock_S1_peak_54546	31.0	.	3864104	5	3863106	3864607	AT5G11970	.	-	CDS	0
5	3882689	3882691	pCAMTA3-22C-mock_S4_peak_62284	27.5	.	3882690	5	3882376	3883877	AT5G12020	.	-	CDS	0
5	3884319	3884321	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41769	29.5	.	3884320	5	3884161	3885662	AT5G12040	.	+	CDS	0
5	3884319	3884321	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41769	29.5	.	3884320	5	3884184	3885685	AT5G12030	.	-	CDS	0
5	3885065	3885067	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41770	28.0	.	3885066	5	3884161	3885662	AT5G12040	.	+	CDS	0
5	3885065	3885067	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41770	28.0	.	3885066	5	3884184	3885685	AT5G12030	.	-	CDS	0
5	3888763	3888765	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53373	55.0	.	3888764	5	3888394	3889895	AT5G12043	.	-	CDS	0
5	3900488	3900490	pCAMTA2-22C-mock_S1_peak_54571	33.5	.	3900489	5	3900423	3901924	AT5G12080	.	-	CDS	0
5	3908988	3908990	pCAMTA2-22C-mock_S1_peak_54574	26.0	.	3908989	5	3908702	3910203	AT5G12090	.	+	CDS	0
5	3917769	3917771	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53393	30.0	.	3917770	5	3917588	3919089	AT5G12120	.	-	CDS	0
5	3918312	3918314	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53394	26.0	.	3918313	5	3917588	3919089	AT5G12120	.	-	CDS	0
5	3924317	3924319	pCAMTA3-22C-mock_S4_peak_62322	27.0	.	3924318	5	3923436	3924937	AT5G12140	.	-	CDS	0
5	3931658	3931660	pCAMTA2-22C-mock_S1_peak_54597	37.0	.	3931659	5	3930648	3932149	AT5G12170	.	+	CDS	0
5	3950375	3950377	pCAMTA2-22C-mock_S1_peak_54610	28.0	.	3950376	5	3949217	3950718	AT5G12220	.	+	CDS	0
5	3955849	3955851	pCAMTA2-22C-mock_S1_peak_54612	31.0	.	3955850	5	3954785	3956286	AT5G12230	.	-	CDS	0
5	3956164	3956166	pCAMTA3-22C-mock_S4_peak_62349	30.0	.	3956165	5	3954785	3956286	AT5G12230	.	-	CDS	0
5	3961039	3961041	pCAMTA2-22C-mock_S1_peak_54616	26.0	.	3961040	5	3960277	3961778	AT5G12240	.	-	CDS	0
5	3963356	3963358	pCAMTA2-22C-mock_S1_peak_54620	27.0	.	3963357	5	3962471	3963972	AT5G12250	.	-	CDS	0
5	3966753	3966755	pCAMTA3-22C-cycloheximide_S6_peak_45887	31.0	.	3966754	5	3965416	3966917	AT5G12260	.	+	CDS	0
5	3971245	3971247	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53435	26.0	.	3971246	5	3970801	3972302	AT5G12270	.	-	CDS	0
5	3980393	3980395	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53441	27.0	.	3980394	5	3979132	3980633	AT5G12300	.	-	CDS	0
5	3990113	3990115	pCAMTA3-22C-cycloheximide_S6_peak_45902	30.5	.	3990114	5	3988908	3990409	AT5G12330	.	-	CDS	0
5	3995540	3995542	pCAMTA3-22C-cycloheximide_S6_peak_45907	25.5	.	3995541	5	3994788	3996289	AT5G12350	.	+	CDS	0
5	4002504	4002506	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41838	41.0	.	4002505	5	4001748	4003249	AT5G12360	.	-	CDS	0
5	4003060	4003062	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53462	27.5	.	4003061	5	4001748	4003249	AT5G12360	.	-	CDS	0
5	4008099	4008101	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53468	31.0	.	4008100	5	4007945	4009446	AT5G12370	.	-	CDS	0
5	4009701	4009703	pCAMTA2-22C-mock_S1_peak_54666	27.0	.	4009702	5	4008222	4009723	AT5G12380	.	+	CDS	0
5	4014024	4014026	pCAMTA3-22C-cycloheximide_S6_peak_45925	40.0	.	4014025	5	4012812	4014313	AT5G12400	.	+	CDS	0
5	4034530	4034532	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53491	35.0	.	4034531	5	4033586	4035087	AT5G12430	.	-	CDS	0
5	4034765	4034767	pCAMTA3-22C-mock_S4_peak_62428	27.5	.	4034766	5	4033586	4035087	AT5G12430	.	-	CDS	0
5	4038105	4038107	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53493	29.0	.	4038106	5	4038104	4039605	AT5G12440	.	-	CDS	0
5	4038745	4038747	pCAMTA2-22C-mock_S1_peak_54693	26.5	.	4038746	5	4038104	4039605	AT5G12440	.	-	CDS	0
5	4050062	4050064	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53505	27.0	.	4050063	5	4049535	4051036	AT5G12480	.	-	CDS	0
5	4061435	4061437	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53513	26.5	.	4061436	5	4061419	4062920	AT5G12860	.	-	CDS	0
5	4069475	4069477	pCAMTA2-22C-mock_S1_peak_54721	28.0	.	4069476	5	4068435	4069936	AT5G12880	.	-	CDS	0
5	4074576	4074578	pCAMTA3-22C-cycloheximide_S6_peak_45974	26.5	.	4074577	5	4073945	4075446	AT5G12900	.	-	CDS	0
5	4076574	4076576	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53525	26.0	.	4076575	5	4076161	4077662	AT5G12910	.	+	CDS	0
5	4082458	4082460	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53527	30.0	.	4082459	5	4082085	4083586	AT5G12920	.	-	CDS	0
5	4103317	4103319	pCAMTA2-22C-mock_S1_peak_54740	32.0	.	4103318	5	4101991	4103492	AT5G12970	.	+	CDS	0
5	4110571	4110573	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53540	44.0	.	4110572	5	4109268	4110769	AT5G12990	.	-	CDS	0
5	4120828	4120830	pCAMTA3-22C-mock_S4_peak_62501	28.5	.	4120829	5	4120702	4122203	AT5G13000	.	-	CDS	0
5	4139425	4139427	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53567	26.0	.	4139426	5	4138211	4139712	AT5G13050	.	-	CDS	0
5	4157106	4157108	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53580	29.0	.	4157107	5	4155788	4157289	AT5G13100	.	+	CDS	0
5	4159070	4159072	pCAMTA2-22C-mock_S1_peak_54788	29.0	.	4159071	5	4157951	4159452	AT5G13110	.	+	CDS	0
5	4176077	4176079	pCAMTA3-22C-mock_S4_peak_62560	35.0	.	4176078	5	4175853	4177354	AT5G13160	.	+	CDS	0
5	4177241	4177243	pCAMTA2-22C-mock_S1_peak_54805	35.5	.	4177242	5	4175853	4177354	AT5G13160	.	+	CDS	0
5	4184112	4184114	pCAMTA3-22C-cycloheximide_S6_peak_46034	30.0	.	4184113	5	4182671	4184172	AT5G13170	.	-	CDS	0
5	4206709	4206711	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41969	31.0	.	4206710	5	4205705	4207206	AT5G13190	.	-	CDS	0
5	4206709	4206711	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_41969	31.0	.	4206710	5	4206080	4207581	AT5G13200	.	+	CDS	0
5	4207433	4207435	pCAMTA2-22C-mock_S1_peak_54829	31.0	.	4207434	5	4206080	4207581	AT5G13200	.	+	CDS	0
5	4255063	4255065	pCAMTA2-22C-mock_S1_peak_54862	27.0	.	4255064	5	4253715	4255216	AT5G13290	.	-	CDS	0
5	4262528	4262530	pCAMTA2-22C-mock_S1_peak_54868	30.0	.	4262529	5	4261518	4263019	AT5G13300	.	-	CDS	0
5	4268456	4268458	pCAMTA2-22C-mock_S1_peak_54876	32.0	.	4268457	5	4267901	4269402	AT5G13320	.	+	CDS	0
5	4272210	4272212	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_42010	29.0	.	4272211	5	4271383	4272884	AT5G13330	.	+	CDS	0
5	4286235	4286237	pCAMTA2-22C-mock_S1_peak_54892	31.5	.	4286236	5	4285995	4287496	AT5G13370	.	+	CDS	0
5	4286776	4286778	pCAMTA2-22C-mock_S1_peak_54893	26.0	.	4286777	5	4285995	4287496	AT5G13370	.	+	CDS	0
5	4293260	4293262	pCAMTA3-22C-cycloheximide_S6_peak_46095	32.0	.	4293261	5	4291808	4293309	AT5G13390	.	+	CDS	0
5	4298682	4298684	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_42026	28.5	.	4298683	5	4298579	4300080	AT5G13400	.	-	CDS	0
5	4307382	4307384	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_42034	36.0	.	4307383	5	4306899	4308400	AT5G13430	.	-	CDS	0
5	4310085	4310087	pCAMTA3-22C-mock_S4_peak_62675	32.0	.	4310086	5	4309522	4311023	AT5G13440	.	-	CDS	0
5	4311759	4311761	pCAMTA3-22C-mock_S4_peak_62677	26.0	.	4311760	5	4311441	4312942	AT5G13450	.	-	CDS	0
5	4316641	4316643	pCAMTA2-22C-mock_S1_peak_54908	25.5	.	4316642	5	4315322	4316823	AT5G13460	.	+	CDS	0
5	4318675	4318677	pCAMTA3-22C-mock_S4_peak_62681	31.5	.	4318676	5	4317561	4319062	AT5G13470	.	+	CDS	0
5	4332243	4332245	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53701	32.0	.	4332244	5	4331057	4332558	AT5G13480	.	-	CDS	0
5	4335500	4335502	pCAMTA2-22C-mock_S1_peak_54923	28.5	.	4335501	5	4335033	4336534	AT5G13490	.	+	CDS	0
5	4337679	4337681	pCAMTA3-22C-cycloheximide_S6_peak_46122	31.5	.	4337680	5	4337675	4339176	AT5G13500	.	+	CDS	0
5	4344488	4344490	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_42061	41.0	.	4344489	5	4344071	4345572	AT5G13520	.	-	CDS	0
5	4346039	4346041	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_53718	34.0	.	4346040	5	4344617	4346118	AT5G13530	.	+	CDS	0
